Country Code,Country Name,Income Group,Indicator Code,Indicator Name,Region,Year,Energy Consump.
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2009,1.305400014
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2009,20.92420006
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2009,4.843900204
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2009,49.16460037
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2009,18.47340012
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2009,22.1833992
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2009,3.598799944
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2009,20.82299995
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2009,13.12300015
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2009,0.081299998
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,37.11370087
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,9.357099533
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,4.448999882
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,7.295700073
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,19.56780052
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,14.24059963
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,39.14559937
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,1.382099986
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,20.92539978
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,19.76539993
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,49.09489822
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,22.35009956
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,24.09609985
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,3.342000008
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,20.61770058
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,14.21030045
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,0.0722
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,35.96110153
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,8.007200241
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,3.555799961
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,7.518499851
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,14.15799999
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,13.20320034
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,31.53470039
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,1.381700039
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,19.72330093
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,20.0156002
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,42.7743988
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,18.65780067
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,21.11249924
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,3.227099895
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,17.56189919
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,12.67990017
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,0.065099999
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,40.04669952
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,6.563799858
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,2.845299959
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,7.241600037
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,15.27880001
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,15.60319996
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,28.68969917
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,1.327499986
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,20.86630058
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,21.62509918
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,45.86090088
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,18.29430008
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,21.54999924
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,3.244299889
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,19.61930084
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,13.02900028
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,0.055199999
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,41.28699875
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,6.769999981
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,2.525899887
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,6.96999979
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,19.47649956
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,18.20639992
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,33.16360092
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,1.164899945
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,20.90069962
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,23.8173008
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,49.34159851
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,21.19960022
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,23.09129906
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,3.606800079
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,20.19169998
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,13.79539967
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,0.057500001
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,38.69739914
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,7.080900192
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,2.116600037
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,6.691999912
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,23.67589951
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,17.11720085
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,31.34440041
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,1.341199994
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,21.46529961
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,24.30900002
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,45.94910049
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,21.21960068
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,24.33289909
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,3.296099901
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,23.45859909
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,11.51329994
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,0.056000002
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,38.62559891
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,10.74689961
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,2.312200069
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,6.823999882
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,25.27540016
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,17.81990051
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,28.14850044
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,1.706599951
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,20.45490074
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,24.72290039
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,42.95700073
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,23.9605999
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,23.69280052
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,3.200299978
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,21.33320046
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,13.33740044
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,0.055399999
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,39.58729935
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,13.15149975
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,1.926800013
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,6.734499931
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,23.02820015
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,17.67300034
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,27.64529991
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,2.043900013
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,26.64710045
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,25.2954998
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,43.91419983
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,21.43199921
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,24.4260006
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,3.357199907
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,21.00329971
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,13.22560024
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2016,0.055500001
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,37.21979904
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,12.56260014
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,1.908800006
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,7.288599968
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,18.51989937
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,17.07999992
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,28.0333004
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,1.987300038
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,25.17740059
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,26.06110001
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,37.78300095
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,19.05800057
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,23.37859917
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,3.247600079
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,20.09420013
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,11.40299988
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2017,0.0568
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,38.26639938
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,11.13300037
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,1.971300006
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,7.219799995
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,35.40090179
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,19.52750015
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,27.9435997
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,1.855599999
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,26.90200043
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,25.74609947
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,40.60720062
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,20.8715992
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,23.04929924
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,3.180500031
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,21.1446991
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,11.8739996
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2018,0.056600001
ARG,Argentina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,11.20518463
BRA,Brazil,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,46.13435665
COL,Colombia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,33.69990182
CRI,Costa Rica,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,34.97356676
CUB,Cuba,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,41.25462639
DMA,Dominica,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,15.64742184
DOM,Dominican Republic,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,22.3363448
ECU,Ecuador,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,20.35412872
GRD,Grenada,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,7.41831073
GTM,Guatemala,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,65.14275077
GUY,Guyana,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,38.38139979
JAM,Jamaica,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,10.77960641
MEX,Mexico,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,13.26183323
PAN,Panama,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,35.2838616
PRY,Paraguay,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,70.17179421
PER,Peru,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,33.28298537
LCA,St. Lucia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,3.097866214
VCT,St. Vincent and the Grenadines,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1995,9.104032279
ARG,Argentina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Latin America & Caribbean,01/01/1996,10.19385559
